RootAr,RootCode,RootEn,RootWordId,ChapterNo,MeaningEn,VerseNo,WordAr,WordNo,GrammarFormDesc,
س ي ر,syr,sīn yā rā,1619,52,And will move away,10,وَّتَسِيۡرُ,1,Verb,
س ي ر,syr,sīn yā rā,1619,52,(with an awful) movement,10,سَيۡرًاؕ‏,3,Noun,
س ي ر,syr,sīn yā rā,1619,78,And are moved,20,وَّسُيِّرَتِ,1,Verb,
س ي ر,syr,sīn yā rā,1619,81,are moved away,3,سُيِّرَتۡۙ‏,3,Verb,
ص ي ح,SyH,ṣād yā ḥā,1618,11,the thunderous blast,67,الصَّيۡحَةُ,4,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,11,the thunderous blast,94,الصَّيۡحَةُ,14,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,15,the awful cry,73,الصَّيۡحَةُ,2,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,15,the awful cry,83,الصَّيۡحَةُ,2,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,23,the awful cry,41,الصَّيۡحَةُ,2,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,29,the awful cry,40,الصَّيۡحَةُ‌ ۚ,12,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,36,a shout,29,صَيۡحَةً,4,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,36,a shout,49,صَيۡحَةً,4,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,36,a shout,53,صَيۡحَةً,4,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,38,a shout,15,صَيۡحَةً,5,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,50,the Blast,42,الصَّيۡحَةَ,3,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,54,thunderous blast,31,صَيۡحَةً,4,Noun,
ص ي ح,SyH,ṣād yā ḥā,1618,63,shout,4,صَيۡحَةٍ,14,Noun,
ص خ ر,Sxr,ṣād khā rā,1617,18,the rock,63,الصَّخۡرَةِ,6,Noun,
ص خ ر,Sxr,ṣād khā rā,1617,31,a rock,16,صَخۡرَةٍ,11,Noun,
ص خ ر,Sxr,ṣād khā rā,1617,89,the rocks,9,الصَّخۡرَ,4,Noun,
س و ط,swT,sīn wāw ṭā,1616,89,scourge,13,سَوۡطَ,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,2,and incline them,260,فَصُرۡهُنَّ,22,Verb,
ص و ر,Swr,ṣād wāw rā,1615,3,shapes you,6,يُصَوِّرُكُمۡ,3,Verb,
ص و ر,Swr,ṣād wāw rā,1615,6,the trumpet,73,الصُّوۡرِ‌ؕ,18,Noun,
ص و ر,Swr,ṣād wāw rā,1615,7,We fashioned you,11,صَوَّرۡنٰكُمۡ,4,Verb,
ص و ر,Swr,ṣād wāw rā,1615,18,the trumpet,99,الصُّوۡرِ,9,Noun,
ص و ر,Swr,ṣād wāw rā,1615,20,the Trumpet,102,الصُّوۡرِ‌,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,23,the trumpet,101,الصُّوۡرِ,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,27,the trumpet,87,الصُّوۡرِ,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,36,the trumpet,51,الصُّوۡرِ,3,Noun,
ص و ر,Swr,ṣād wāw rā,1615,39,the trumpet,68,الصُّوۡرِ,3,Noun,
ص و ر,Swr,ṣād wāw rā,1615,40,your forms,64,صُوَرَكُمۡ,11,Noun,
ص و ر,Swr,ṣād wāw rā,1615,40,and He formed you,64,وَّصَوَّرَكُمۡ,9,Verb,
ص و ر,Swr,ṣād wāw rā,1615,50,the trumpet,20,الصُّوۡرِ‌ؕ,3,Noun,
ص و ر,Swr,ṣād wāw rā,1615,59,the Fashioner,24,الۡمُصَوِّرُ‌,5,Adjective,
ص و ر,Swr,ṣād wāw rā,1615,64,your forms,3,صُوَرَكُمۡۚ‌,7,Noun,
ص و ر,Swr,ṣād wāw rā,1615,64,and He formed you,3,وَصَوَّرَكُمۡ‌ۚ,5,Verb,
ص و ر,Swr,ṣād wāw rā,1615,69,the trumpet ,13,الصُّوۡرِ,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,78,the trumpet,18,الصُّوۡرِ,4,Noun,
ص و ر,Swr,ṣād wāw rā,1615,82,form,8,صُوۡرَةٍ,3,Noun,
ص و م,Swm,ṣād wāw mīm,1614,2,[the] fasting,183,الصِّيَامُ,6,Noun,
ص و م,Swm,ṣād wāw mīm,1614,2,fast,184,تَصُوۡمُوۡا,27,Verb,
ص و م,Swm,ṣād wāw mīm,1614,2,then he should fast in it,185,فَلۡيَصُمۡهُؕ,17,Verb,
ص و م,Swm,ṣād wāw mīm,1614,2,the fast,187,الصِّيَامَ,45,Noun,
ص و م,Swm,ṣād wāw mīm,1614,2,(of) fasting,187,الصِّيَامِ,4,Noun,
ص و م,Swm,ṣād wāw mīm,1614,2,fasting,196,صِيَامٍ,29,Noun,
ص و م,Swm,ṣād wāw mīm,1614,2,then a fast,196,فَصِيَامُ,48,Noun,
ص و م,Swm,ṣād wāw mīm,1614,4,then fasting,92,فَصِيَامُ,51,Noun,
ص و م,Swm,ṣād wāw mīm,1614,5,(in) fasting,95,صِيَامًا,34,Noun,
ص و م,Swm,ṣād wāw mīm,1614,5,(that), then fasting,89,فَصِيَامُ,29,Noun
ص و م,Swm,ṣād wāw mīm,1614,19,a fast,26,صَوۡمًا,14,Noun,
ص و م,Swm,ṣād wāw mīm,1614,33,and the women who fast,35,وَالصّٰٓٮِٕمٰتِ,17,Noun,
ص و م,Swm,ṣād wāw mīm,1614,33,and the men who fast,35,وَالصّآٮِٕمِيۡنَ,16,Noun,
ص و م,Swm,ṣād wāw mīm,1614,58,then fasting,4,فَصِيَامُ,4,Noun,
ص و ع,SwE,ṣād wāw ʿayn,1613,12,(the) cup,72,صُوَاعَ,3,Noun,
س ت ر,str,sīn tā rā,1612,17,hidden,45,مَّسۡتُوۡرًاۙ‏,12,Noun,
س ت ر,str,sīn tā rā,1612,18,any shelter,90,سِتۡرًاۙ‏,15,Noun,
س ت ر,str,sīn tā rā,1612,41,covering yourselves,22,تَسۡتَتِرُوۡنَ,3,Verb,
ص ر ر,Srr,ṣād rā rā,1611,3,(is) frost,117,صِرٌّ,11,Noun,
ص ر ر,Srr,ṣād rā rā,1611,3,they persist,135,يُصِرُّوۡا,18,Verb,
ص ر ر,Srr,ṣād rā rā,1611,45,persists,8,يُصِرُّ,7,Verb,
ص ر ر,Srr,ṣād rā rā,1611,51,a loud voice,29,صَرَّةٍ,4,Noun,
ص ر ر,Srr,ṣād rā rā,1611,56,persisting,46,يُصِرُّوۡنَ,2,Verb,
ص ر ر,Srr,ṣād rā rā,1611,71,and persisted,7,وَاَصَرُّوۡا,12,Verb,
ص ر ح,SrH,ṣād rā ḥā,1610,27,the palace,44,الصَّرۡحَ‌ۚ,4,Noun,
ص ر ح,SrH,ṣād rā ḥā,1610,27,(is) a palace,44,صَرۡحٌ,14,Noun,
ص ر ح,SrH,ṣād rā ḥā,1610,28,a lofty tower,38,صَرۡحًا,18,Noun,
ص ر ح,SrH,ṣād rā ḥā,1610,40,a tower,36,صَرۡحًا,6,Noun,
س ر ف,srf,sīn rā fā,1609,3,and our excesses,147,وَاِسۡرَافَنَا,11,Noun,
س ر ف,srf,sīn rā fā,1609,4,extravagantly,6,اِسۡرَافًا,16,Noun,
س ر ف,srf,sīn rā fā,1609,5,(are) surely those who commit excesses,32,لَمُسۡرِفُوۡنَ‏,40,Noun,
س ر ف,srf,sīn rā fā,1609,6,(be) extravagant,141,تُسۡرِفُوۡا‌ؕ,27,Verb,
س ر ف,srf,sīn rā fā,1609,6,the ones who are extravagant,141,الۡمُسۡرِفِيۡنَۙ‏,31,Noun,
س ر ف,srf,sīn rā fā,1609,7,be extravagant,31,تُسۡرِفُوۡا‌ۚ,11,Verb,
س ر ف,srf,sīn rā fā,1609,7,the extravagant ones,31,الۡمُسۡرِفِيۡنَ‏,15,Noun,
س ر ف,srf,sīn rā fā,1609,7,(who) commit excesses,81,مُّسۡرِفُوۡنَ‏,11,Adjective,
س ر ف,srf,sīn rā fā,1609,10,to the extravagant,12,لِلۡمُسۡرِفِيۡنَ,24,Noun,
س ر ف,srf,sīn rā fā,1609,10,the ones who commit excesses,83,الۡمُسۡرِفِيۡنَ‏,22,Noun,
س ر ف,srf,sīn rā fā,1609,17,he should exceed,33,يُسۡرِف,17,Verb,
س ر ف,srf,sīn rā fā,1609,20,transgresses,127,اَسۡرَفَ,4,Verb,
س ر ف,srf,sīn rā fā,1609,21,the transgressors,9,الۡمُسۡرِفِيۡنَ‏,8,Noun,
س ر ف,srf,sīn rā fā,1609,25,(are) not extravagant,67,يُسۡرِفُوۡا,5,Verb,
س ر ف,srf,sīn rā fā,1609,26,(of) the transgressors,151,الۡمُسۡرِفِيۡنَۙ‏,4,Noun,
س ر ف,srf,sīn rā fā,1609,36,transgressing,19,مُّسۡرِفُوۡنَ‏,9,Adjective,
س ر ف,srf,sīn rā fā,1609,39,have transgressed,53,اَسۡرَفُوۡا,4,Verb,
س ر ف,srf,sīn rā fā,1609,40,(is) a transgressor,28,مُسۡرِفٌ,38,Noun,
س ر ف,srf,sīn rā fā,1609,40,(is) a transgressor,34,مُسۡرِفٌ,29,Noun,
س ر ف,srf,sīn rā fā,1609,40,the transgressors ,43,الۡمُسۡرِفِيۡنَ,19,Noun,
س ر ف,srf,sīn rā fā,1609,43,transgressing,5,مُّسۡرِفِيۡنَ‏,8,Adjective,
س ر ف,srf,sīn rā fā,1609,44,the transgressors,31,الۡمُسۡرِفِيۡنَ‏,7,Noun,
س ر ف,srf,sīn rā fā,1609,51,for the transgressors,34,لِلۡمُسۡرِفِيۡنَ‏,4,Noun,
ص ر ع,SrE,ṣād rā ʿayn,1608,69,fallen,7,صَرۡعٰىۙ,11,Noun,
ص ن و,Snw,ṣād nūn wāw,1607,13,trees (growing) from a single root,4,صِنۡوَانٌ,10,Noun,
ص ن و,Snw,ṣād nūn wāw,1607,13,trees (growing) from a single root,4,صِنۡوَانٍ,12,Noun,
س ن م,snm,sīn nūn mīm,1606,83,Tasneem,27,تَسۡنِيۡمٍۙ‏,3,Noun,
س م م,smm,sīn mīm mīm,1605,7,(the) eye,40,سَمِّ,19,Noun,
س م م,smm,sīn mīm mīm,1605,15,scorching,27,السَّمُوۡمِ‏,7,Noun,
س م م,smm,sīn mīm mīm,1605,52,(of) the Scorching Fire,27,السَّمُوۡمِ‏,6,Noun,
س م م,smm,sīn mīm mīm,1605,56,scorching fire,42,سَمُوۡمٍ,2,Noun,
ص م ع,SmE,ṣād mīm ʿayn,1604,22,monasteries,40,صَوَامِعُ,19,Noun,
ص م د,Smd,ṣād mīm dāl,1603,112,the Eternal, the Absolute,2,الصَّمَدُ‌ۚ‏,2,Noun
س ل و,slw,sīn lām wāw,1602,2,and [the] quails,57,وَالسَّلۡوٰى‌ؕ,7,Noun,
س ل و,slw,sīn lām wāw,1602,7,and the quails,160,وَالسَّلۡوٰىؕ,32,Noun,
س ل و,slw,sīn lām wāw,1602,20,and the quails,80,وَالسَّلۡوٰى‏,14,Noun,
س ل س ل,slsl,sīn lām sīn lām,1601,40,and the chains,71,وَالسَّلٰسِلُؕ,5,Noun,
س ل س ل,slsl,sīn lām sīn lām,1601,69,a chain,32,سِلۡسِلَةٍ,3,Noun,
س ل س ل,slsl,sīn lām sīn lām,1601,76,chains,4,سَلٰسِلَا۟,4,Noun,
س ل ح,slH,sīn lām ḥā,1600,4,their arms,102,اَسۡلِحَتَهُمۡ,12,Noun,
س ل ح,slH,sīn lām ḥā,1600,4,and their arms,102,وَاَسۡلِحَتَهُمۡ‌ۚ,27,Noun,
س ل ح,slH,sīn lām ḥā,1600,4,your arms,102,اَسۡلِحَتِكُمۡ,34,Noun,
س ل ح,slH,sīn lām ḥā,1600,4,your arms,102,اَسۡلِحَتَكُمۡ‌ۚ,54,Noun,
س ل ب,slb,sīn lām bā,1599,22,snatched away from them,73,يَّسۡلُبۡهُمُ,20,Verb,
ص ه ر,Shr,ṣād hā rā,1598,22,Will be melted,20,يُصۡهَرُ,1,Verb,
ص ه ر,Shr,ṣād hā rā,1598,25,and marriage relationship,54,وَّصِهۡرًا‌ؕ,9,Noun,
س ه ر,shr,sīn hā rā,1597,79,(will be) awakened,14,بِالسَّاهِرَةِؕ‏,3,Noun,
س ح ل,sHl,sīn ḥā lām,1596,20,on the bank,39,بِالسَّاحِلِ,10,Noun,
س ح ب,sHb,sīn ḥā bā,1595,2,and the clouds,164,وَالسَّحَابِ,36,Noun,
س ح ب,sHb,sīn ḥā bā,1595,7,clouds ,57,سَحَابًا,12,Noun,
س ح ب,sHb,sīn ḥā bā,1595,13,the clouds,12,السَّحَابَ,8,Noun,
س ح ب,sHb,sīn ḥā bā,1595,24,a cloud,40,سَحَابٌ‌ؕ,13,Noun,
س ح ب,sHb,sīn ḥā bā,1595,24,clouds,43,سَحَابًا,6,Noun,
س ح ب,sHb,sīn ḥā bā,1595,27,(of) the clouds,88,السَّحَابِ‌ؕ,8,Noun,
س ح ب,sHb,sīn ḥā bā,1595,30,(the) clouds,48,سَحَابًا,6,Noun,
س ح ب,sHb,sīn ḥā bā,1595,35,(the) clouds,9,سَحَابًا,6,Noun,
س ح ب,sHb,sīn ḥā bā,1595,40,they will be dragged,71,يُسۡحَبُوۡنَۙ‏,6,Verb,
س ح ب,sHb,sīn ḥā bā,1595,52,Clouds,44,سَحَابٌ,8,Noun,
س ح ب,sHb,sīn ḥā bā,1595,54,they will be dragged,48,يُسۡحَبُوۡنَ,2,Verb,
س ف ر,sfr,sīn fā rā,1594,2,a journey,184,سَفَرٍ,9,Noun,
س ف ر,sfr,sīn fā rā,1594,2,a journey,185,سَفَرٍ,23,Noun,
س ف ر,sfr,sīn fā rā,1594,2,a journey,283,سَفَرٍ,4,Noun,
س ف ر,sfr,sīn fā rā,1594,4,a journey,43,سَفَرٍ,25,Noun,
س ف ر,sfr,sīn fā rā,1594,5,a journey,6,سَفَرٍ,27,Noun,
س ف ر,sfr,sīn fā rā,1594,9,and a journey,42,وَّسَفَرًا,5,Noun,
س ف ر,sfr,sīn fā rā,1594,18,our journey,62,سَفَرِنَا,10,Noun,
س ف ر,sfr,sīn fā rā,1594,34,our journeys,19,اَسۡفَارِنَا,5,Noun,
س ف ر,sfr,sīn fā rā,1594,62,books,5,اَسۡفَارًا‌ؕ,11,Noun,
س ف ر,sfr,sīn fā rā,1594,74,it brightens,34,اَسۡفَرَۙ‏,3,Verb,
س ف ر,sfr,sīn fā rā,1594,80,(of) scribes,15,سَفَرَةٍۙ‏,2,Noun,
س ف ر,sfr,sīn fā rā,1594,80,(will be) bright,38,مُّسۡفِرَةٌۙ‏,3,Noun,
ص ف ن,Sfn,ṣād fā nūn,1593,38,excellent bred steeds,31,الصّٰفِنٰتُ,5,Noun,
ص ف ح,SfH,ṣād fā ḥā,1592,2,and overlook,109,وَاصۡفَحُوۡا,23,Verb,
ص ف ح,SfH,ṣād fā ḥā,1592,5,and overlook,13,وَاصۡفَحۡ‌ؕ,28,Verb,
ص ف ح,SfH,ṣād fā ḥā,1592,15,(with) forgiveness,85,الصَّفۡحَ,13,Noun,
ص ف ح,SfH,ṣād fā ḥā,1592,15,So overlook,85,فَاصۡفَحِ,12,Verb,
ص ف ح,SfH,ṣād fā ḥā,1592,24,and let them overlook,22,وَلۡيَـصۡفَحُوۡا‌ؕ,17,Verb,
ص ف ح,SfH,ṣād fā ḥā,1592,43,disregarding (you),5,صَفۡحًا,4,Noun,
ص ف ح,SfH,ṣād fā ḥā,1592,43,So turn away,89,فَاصۡفَحۡ,1,Verb,
ص ف ح,SfH,ṣād fā ḥā,1592,64,and overlook,14,وَتَصۡفَحُوۡا,13,Verb,
س ف ح,sfH,sīn fā ḥā,1591,4,(to be) lustful,24,مُسَافِحِيۡنَ‌ؕ,21,Noun,
س ف ح,sfH,sīn fā ḥā,1591,4,those who commit immorality,25,مُسٰفِحٰتٍ,31,Noun,
س ف ح,sfH,sīn fā ḥā,1591,5,being lewd,5,مُسَافِحِينَ,29,Noun,
س ف ح,sfH,sīn fā ḥā,1591,6,poured forth,145,مَّسۡفُوۡحًا,18,Adjective,
ص ع ر,SEr,ṣād ʿayn rā,1590,31,turn,18,تُصَعِّرۡ,2,Verb,
س ع د,sEd,sīn ʿayn dāl,1589,11,and (the) glad,105,وَّسَعِيۡدٌ‏,10,Noun,
س ع د,sEd,sīn ʿayn dāl,1589,11,were glad,108,سُعِدُوۡا,3,Verb,
س د ي,sdy,sīn dāl yā,1588,75,neglected,36,سُدًىؕ‏,5,Noun,
س د ر,sdr,sīn dāl rā,1587,34,lote trees,16,سِدۡرٍ,15,Noun,
س د ر,sdr,sīn dāl rā,1587,53,(the) Lote Tree,14,سِدۡرَةِ,2,Noun,
س د ر,sdr,sīn dāl rā,1587,53,the Lote Tree,16,السِّدۡرَةَ,3,Noun,
س د ر,sdr,sīn dāl rā,1587,56,lote trees,28,سِدۡرٍ,2,Noun,
س د د,sdd,sīn dāl dāl,1586,4,appropriate,9,سَدِيۡدًا‏,15,Adjective,
س د د,sdd,sīn dāl dāl,1586,18,the two mountains,93,السَّدَّيۡنِ,5,Noun,
س د د,sdd,sīn dāl dāl,1586,18,a barrier,94,سَدًّا‏,19,Noun,
س د د,sdd,sīn dāl dāl,1586,33,right,70,سَدِيۡدًاۙ‏,8,Adjective,
س د د,sdd,sīn dāl dāl,1586,36,a barrier,9,سَدًّا,5,Noun,
س د د,sdd,sīn dāl dāl,1586,36,a barrier,9,سَدًّا,8,Noun,
س ب ط,sbT,sīn bā ṭā,1585,2,and the descendants,136,وَالۡاَسۡبَاطِ,14,Noun,
س ب ط,sbT,sīn bā ṭā,1585,2,and the descendants,140,وَالۡاَسۡبَاطَ,8,Noun,
س ب ط,sbT,sīn bā ṭā,1585,3,and the descendents,84,وَالۡاَسۡبَاطِ,14,Noun,
س ب ط,sbT,sīn bā ṭā,1585,4,and the tribes,163,وَالۡاَسۡبَاطِ,17,Noun,
س ب ط,sbT,sīn bā ṭā,1585,7,tribes,160,اَسۡبَاطًا,4,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,3,then you became,103,فَاَصۡبَحۡتُمۡ,17,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,5,and became,30,فَاَصۡبَحَ,7,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,5,Then he became,31,فَاَصۡبَحَ,23,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,5,Then they will become,52,فَيُصۡبِحُوۡا,22,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,5,and they became,53,فَاَصۡبَحُوۡا,14,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,5,they became,102,اَصۡبَحُوۡا,7,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,6,(of) the daybreak,96,الۡاِصۡبَاحِ‌ۚ,2,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,7,then they became,78,فَاَصۡبَحُوۡا,3,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,7,then they became,91,فَاَصۡبَحُوۡا,3,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,11,then they became,67,فَاَصۡبَحُوۡا,5,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,11,(is) morning,81,الصُّبۡحُ‌ؕ,26,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,11,the morning,81,الصُّبۡحُ,28,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,11,then they became,94,فَاَصۡبَحُوۡا,15,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,15,(by) early morning,66,مُّصۡبِحِيۡنَ‏,9,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,15,(at) early morning,83,مُصۡبِحِيۡنَۙ‏,3,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,18,then it will become,40,فَتُصۡبِحَ,13,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,18,will become,41,يُصۡبِحَ,2,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,18,so he began,42,فَاَصۡبَحَ,3,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,18,then becomes,45,فَاَصۡبَحَ,14,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,22,then becomes,63,فَتُصۡبِحُ,9,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,23,surely they will become,40,لَّيُصۡبِحُنَّ,4,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,24,(is) a lamp,35,مِصۡبَاحٌ‌ؕ,9,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,24,the lamp,35,الۡمِصۡبَاحُ,10,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,26,then they became,157,فَاَصۡبَحُوۡا,2,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,28,And became,10,وَاَصۡبَحَ,1,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,28,In the morning he was,18,فَاَصۡبَحَ,1,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,28,And began,82,وَاَصۡبَحَ,1,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,29,and they became,37,فَاَصۡبَحُوۡا,4,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,30,you reach the morning,17,تُصۡبِحُوۡنَ‏,6,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,37,(in the) morning,137,مُّصۡبِحِيۡنَۙ‏,4,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,37,(the) morning,177,صَبَاحُ,5,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,41,with lamps,12,بِمَصَابِيۡحَ ‌ۖ,14,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,41,and you have become,23,فَاَصۡبَحۡتُمۡ,7,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,46,Then they became (such),25,فَاَصۡبَحُوۡا,6,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,49,then you become,6,فَتُصۡبِحُوۡا,13,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,54,seized them in the morning,38,صَبَّحَهُمۡ,2,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,61,and they became,14,فَاَصۡبَحُوۡا,34,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,67,with lamps,5,بِمَصَابِيۡحَ,5,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,67,becomes,30,اَصۡبَحَ,4,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,68,(in the) morning,17,مُصۡبِحِيۡنَۙ‏,10,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,68,So it became,20,فَاَصۡبَحَتۡ,1,Verb,
ص ب ح,SbH,ṣād bā ḥā,1584,68,(at) morning,21,مُصۡبِحِيۡنَۙ‏,2,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,74,And the morning,34,وَالصُّبۡحِ,1,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,81,And the dawn,18,وَالصُّبۡحِ,1,Noun,
ص ب ح,SbH,ṣād bā ḥā,1584,100,(at) dawn,3,صُبۡحًاۙ‏,2,Time adverb,
س ب غ,sbg,sīn bā ghayn,1583,31,and amply bestowed,20,وَاَسۡبَغَ,13,Verb,
س ب غ,sbg,sīn bā ghayn,1583,34,full coats of mail,11,سٰبِغٰتٍ,3,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,2,seven,29,سَبۡعَ,14,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,2,and seven (days),196,وَسَبۡعَةٍ,53,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,2,seven,261,سَبۡعَ,11,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,5,the wild animal,3,السَّبُعُ,18,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,7,seventy,155,سَبۡعِيۡنَ,4,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,9,seventy,80,سَبۡعِيۡنَ,10,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,seven,43,سَبۡعَ,5,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,seven,43,سَبۡعٌ,9,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,and seven,43,وَّسَبۡعَ,11,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,(the) seven,46,سَبۡعِ,6,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,seven,46,سَبۡعٌ,10,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,and seven,46,وَّسَبۡعِ,12,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,(for) seven,47,سَبۡعَ,3,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,12,seven,48,سَبۡعٌ,6,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,15,(are) seven,44,سَبۡعَةُ,2,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,15,seven,87,سَبۡعًا,3,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,17,the seven heavens,44,السَّبۡعُ,4,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,18,(they were) seven,22,سَبۡعَةٌ,12,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,23,seven,17,سَبۡعَ,4,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,23,(of) the seven heavens,86,السَّبۡعِ,5,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,31,seven,27,سَبۡعَةُ,12,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,41,(as) seven,12,سَبۡعَ,2,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,65,seven,12,سَبۡعَ,4,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,67,seven,3,سَبۡعَ,3,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,69,(for) seven,7,سَبۡعَ,3,Time adverb,
س ب ع,sbE,sīn bā ʿayn,1582,69,(is) seventy,32,سَبۡعُوۡنَ,5,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,71,(the) seven,15,سَبۡعَ,6,Noun,
س ب ع,sbE,sīn bā ʿayn,1582,78,seven,12,سَبۡعًا,3,Noun,
ص ب ب,Sbb,ṣād bā bā,1581,22,Will be poured,19,يُّصَبُّ,13,Verb,
ص ب ب,Sbb,ṣād bā bā,1581,44,pour,48,صُبُّوۡا,2,Verb,
ص ب ب,Sbb,ṣād bā bā,1581,80,(in) abundance,25,صَبًّاۙ‏,4,Noun,
ص ب ب,Sbb,ṣād bā bā,1581,80,[We] poured,25,صَبَبۡنَا,2,Verb,
ص ب ب,Sbb,ṣād bā bā,1581,89,So poured,13,فَصَبَّ,1,Verb,
ر و ض,rwD,rā wāw ḍād,1580,30,a Garden,15,رَوۡضَةٍ,8,Noun,
ر و ض,rwD,rā wāw ḍād,1580,42,flowering meadows,22,رَوۡضٰتِ,14,Noun,
ر ص ص,rSS,rā ṣād ṣād,1579,61,joined firmly,4,مَّرۡصُوۡصٌ‏,11,Adjective,
ر ك د,rkd,rā kāf dāl,1578,42,motionless,33,رَوَاكِدَ,6,Noun,
ر ح ق,rHq,rā ḥā qāf,1577,83,a pure wine,25,رَّحِيۡقٍ,3,Noun,
ر ح ب,rHb,rā ḥā bā,1576,9,(in spite) of its vastness,25,رَحُبَتۡ,20,Verb,
ر ح ب,rHb,rā ḥā bā,1576,9,it was vast,118,رَحُبَتۡ,11,Verb,
ر ح ب,rHb,rā ḥā bā,1576,38,welcome,59,مَرۡحَبًۢـا,6,Noun,
ر ح ب,rHb,rā ḥā bā,1576,38,welcome,60,مَرۡحَبًۢـا,5,Noun,
